game,overall_score,rating,arch_score,maintain_score,test_score,docs_score,robust_score,mbt_files,moonpkg_files,mbti_files,total_lines,non_empty_lines,fn_count,documented_fn_count,doc_fn_ratio,max_file_lines,max_file_path,max_fn_lines,max_fn_name,max_fn_file,long_fn_count_80,long_fn_count_120,if_count,match_count,for_count,while_count,branch_density,clamp_count,test_files,doctest_blocks,has_readme,has_arch,has_triads,old_style_loops,large_file_count,recommendations
models_gpu_skinning,51,Needs Attention,6,23,0,11,11,1,1,1,96,78,1,1,1.0,96,models_gpu_skinning/main.mbt,95,fn main {,models_gpu_skinning/main.mbt,1,0,2,0,0,1,2.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
models_heightmap,51,Needs Attention,6,23,0,11,11,1,1,1,74,64,1,1,1.0,74,models_heightmap/main.mbt,73,fn main {,models_heightmap/main.mbt,0,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
models_loading,46,Needs Attention,6,20,0,11,9,1,1,1,129,120,1,1,1.0,129,models_loading/main.mbt,128,fn main {,models_loading/main.mbt,1,1,8,0,0,1,8.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `models_loading/main.mbt` (max ~128 lines)
models_loading_gltf,51,Needs Attention,6,23,0,11,11,1,1,1,83,74,1,1,1.0,83,models_loading_gltf/main.mbt,82,fn main {,models_loading_gltf/main.mbt,1,0,5,0,0,1,5.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
models_loading_m3d,42,Needs Attention,6,16,0,11,9,1,1,1,182,159,1,1,1.0,182,models_loading_m3d/main.mbt,181,fn main {,models_loading_m3d/main.mbt,1,1,12,0,1,1,12.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `models_loading_m3d/main.mbt` (max ~181 lines)
models_loading_vox,41,Needs Attention,4,19,0,11,7,1,1,1,402,354,6,6,1.0,402,models_loading_vox/main.mbt,257,fn main {,models_loading_vox/main.mbt,1,1,8,0,7,1,1.3333333333333333,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `models_loading_vox/main.mbt` (max ~257 lines)
models_mesh_generation,49,Needs Attention,6,21,0,11,11,1,1,1,120,110,1,1,1.0,120,models_mesh_generation/main.mbt,119,fn main {,models_mesh_generation/main.mbt,1,0,5,0,5,1,5.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
models_mesh_picking,44,Needs Attention,6,18,0,11,9,1,1,1,238,236,2,2,1.0,238,models_mesh_picking/main.mbt,223,fn main {,models_mesh_picking/main.mbt,1,1,16,0,1,1,8.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `models_mesh_picking/main.mbt` (max ~223 lines)
models_orthographic_projection,47,Needs Attention,6,21,0,11,9,1,1,1,144,138,1,1,1.0,144,models_orthographic_projection/main.mbt,143,fn main {,models_orthographic_projection/main.mbt,1,1,4,0,0,1,4.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `models_orthographic_projection/main.mbt` (max ~143 lines)
models_point_rendering,49,Needs Attention,6,21,0,11,11,1,1,1,177,166,2,2,1.0,177,models_point_rendering/main.mbt,101,fn main {,models_point_rendering/main.mbt,1,0,8,0,4,1,4.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
models_rlgl_solar_system,51,Needs Attention,6,23,0,11,11,1,1,1,173,146,2,2,1.0,173,models_rlgl_solar_system/main.mbt,97,fn main {,models_rlgl_solar_system/main.mbt,1,0,1,0,8,1,0.5,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
models_skybox,49,Needs Attention,6,21,0,11,11,1,1,1,123,107,2,2,1.0,123,models_skybox/main.mbt,112,fn main {,models_skybox/main.mbt,1,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
models_waving_cubes,51,Needs Attention,6,23,0,11,11,1,1,1,93,80,1,1,1.0,93,models_waving_cubes/main.mbt,92,fn main {,models_waving_cubes/main.mbt,1,0,0,0,5,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
models_yaw_pitch_roll,46,Needs Attention,6,18,0,11,11,1,1,1,119,118,1,1,1.0,119,models_yaw_pitch_roll/main.mbt,115,fn main {,models_yaw_pitch_roll/main.mbt,1,0,12,0,1,1,12.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
monsoon_bridge_rescue_2026,40,Needs Attention,2,18,0,11,9,1,1,1,2602,2414,51,48,0.9411764705882353,2602,monsoon_bridge_rescue_2026/main.mbt,764,fn reset_run() -> Unit {,monsoon_bridge_rescue_2026/main.mbt,4,3,138,0,44,3,2.7058823529411766,19,0,0,True,False,False,0,1,"Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `monsoon_bridge_rescue_2026/main.mbt` (max ~764 lines) | Adopt `internal/types`, `internal/game`, `internal/render` split for clarity"
moon_gate_defense_2026,59,Fair,16,21,0,11,11,7,4,4,2483,2195,54,54,1.0,920,moon_gate_defense_2026/internal/game/logic.mbt,134,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,moon_gate_defense_2026/internal/render/render.mbt,3,1,120,9,56,2,2.388888888888889,17,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `moon_gate_defense_2026/internal/render/render.mbt` (max ~134 lines)
mountain_bike_downhill_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1384,1259,14,14,1.0,1384,mountain_bike_downhill_2026/main.mbt,1057,fn main {,mountain_bike_downhill_2026/main.mbt,1,1,106,0,21,1,7.571428571428571,3,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `mountain_bike_downhill_2026/main.mbt` (max ~1057 lines)
museum_heist_puzzle_2026,56,Fair,17,21,0,11,7,7,4,4,2107,1900,46,46,1.0,781,museum_heist_puzzle_2026/internal/render/render.mbt,125,fn @types.Game::draw_side_panel(game : @types.Game) -> Unit {,museum_heist_puzzle_2026/internal/render/render.mbt,1,1,96,8,38,4,2.260869565217391,1,0,0,True,False,True,0,3,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `museum_heist_puzzle_2026/internal/render/render.mbt` (max ~125 lines) | Break large files (>300 LOC) into feature-focused modules
naval_combat_3d,50,Needs Attention,16,16,0,11,7,11,5,5,6680,6239,60,60,1.0,1172,naval_combat_3d/internal/game/game_update.mbt,345,"fn @types.Game::update_player(game : @types.Game, dt : Float) -> Unit {",naval_combat_3d/internal/game/player_system.mbt,13,6,497,24,297,1,8.683333333333334,13,0,0,True,False,True,0,10,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `naval_combat_3d/internal/game/player_system.mbt` (max ~345 lines) | Break large files (>300 LOC) into feature-focused modules
neon_2048_storm_2026,58,Fair,17,19,0,11,11,7,4,4,2182,1940,42,42,1.0,855,neon_2048_storm_2026/internal/render/render.mbt,199,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,neon_2048_storm_2026/internal/render/render.mbt,5,2,148,4,44,4,3.619047619047619,4,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `neon_2048_storm_2026/internal/render/render.mbt` (max ~199 lines)
neon_air_hockey_2026,43,Needs Attention,2,19,0,11,11,1,1,1,1027,929,15,15,1.0,1027,neon_air_hockey_2026/main.mbt,795,fn main {,neon_air_hockey_2026/main.mbt,1,1,72,1,7,1,4.866666666666666,6,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `neon_air_hockey_2026/main.mbt` (max ~795 lines)
neon_drift_bounty_2026,53,Needs Attention,16,19,0,11,7,7,4,4,3770,3406,78,78,1.0,1373,neon_drift_bounty_2026/internal/render/render.mbt,179,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,neon_drift_bounty_2026/internal/render/render.mbt,9,3,131,15,122,3,1.8717948717948718,30,0,0,True,False,True,0,3,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `neon_drift_bounty_2026/internal/render/render.mbt` (max ~179 lines) | Break large files (>300 LOC) into feature-focused modules
neon_heist_extraction_2026,42,Needs Attention,2,18,0,11,11,1,1,1,2734,2518,31,31,1.0,2734,neon_heist_extraction_2026/main.mbt,1797,fn main {,neon_heist_extraction_2026/main.mbt,2,2,173,0,66,2,5.580645161290323,26,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `neon_heist_extraction_2026/main.mbt` (max ~1797 lines)
neon_rooftop_rush_2026,55,Fair,16,19,0,11,9,7,4,4,3276,2942,71,71,1.0,1315,neon_rooftop_rush_2026/internal/game/logic.mbt,154,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,neon_rooftop_rush_2026/internal/render/render.mbt,7,4,185,7,80,7,2.704225352112676,22,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `neon_rooftop_rush_2026/internal/render/render.mbt` (max ~154 lines)
neon_subway_sprint_2026,40,Needs Attention,2,18,0,11,9,1,1,1,1573,1427,19,19,1.0,1573,neon_subway_sprint_2026/main.mbt,1147,fn main {,neon_subway_sprint_2026/main.mbt,1,1,126,0,23,1,6.631578947368421,2,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `neon_subway_sprint_2026/main.mbt` (max ~1147 lines)
neon_taxi_rush_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1623,1475,18,18,1.0,1623,neon_taxi_rush_2026/main.mbt,1116,fn main {,neon_taxi_rush_2026/main.mbt,2,1,129,0,28,1,7.166666666666667,5,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `neon_taxi_rush_2026/main.mbt` (max ~1116 lines)
network_curl,44,Needs Attention,6,18,0,11,9,1,1,1,200,177,2,2,1.0,200,network_curl/main.mbt,137,async fn main {,network_curl/main.mbt,1,1,17,0,2,1,8.5,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `network_curl/main.mbt` (max ~137 lines)
night_market_chef_duel_2026,60,Fair,17,21,0,11,11,7,4,4,1927,1732,57,57,1.0,798,night_market_chef_duel_2026/internal/render/render.mbt,139,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,night_market_chef_duel_2026/internal/render/render.mbt,1,1,113,17,29,2,2.280701754385965,12,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `night_market_chef_duel_2026/internal/render/render.mbt` (max ~139 lines)
ninja_rooftop_chase_2026,36,Needs Attention,2,16,0,11,7,1,1,1,1601,1477,15,15,1.0,1601,ninja_rooftop_chase_2026/main.mbt,1217,fn main {,ninja_rooftop_chase_2026/main.mbt,1,1,133,0,28,1,8.866666666666667,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `ninja_rooftop_chase_2026/main.mbt` (max ~1217 lines)
orbital_salvage_ops_2026,40,Needs Attention,2,16,0,11,11,1,1,1,2772,2528,22,22,1.0,2772,orbital_salvage_ops_2026/main.mbt,2057,fn main {,orbital_salvage_ops_2026/main.mbt,2,2,198,0,47,2,9.0,22,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `orbital_salvage_ops_2026/main.mbt` (max ~2057 lines)
orbital_shield_command_2026,38,Needs Attention,2,18,0,11,7,1,1,1,995,902,16,16,1.0,995,orbital_shield_command_2026/main.mbt,660,fn main {,orbital_shield_command_2026/main.mbt,1,1,83,0,20,1,5.1875,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `orbital_shield_command_2026/main.mbt` (max ~660 lines)
pac_dash_2026,62,Fair,19,23,0,11,9,7,4,4,711,654,16,16,1.0,366,pac_dash_2026/internal/game/logic.mbt,74,fn @types.Game::reset_positions(game : @types.Game) -> Unit {,pac_dash_2026/internal/game/logic.mbt,0,0,48,2,25,1,3.125,0,0,0,True,False,True,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
paper_lantern_patrol_2026,57,Fair,16,19,0,11,11,7,4,4,2570,2265,57,57,1.0,1010,paper_lantern_patrol_2026/internal/game/logic.mbt,165,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,paper_lantern_patrol_2026/internal/render/render.mbt,3,2,122,3,106,2,2.192982456140351,21,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `paper_lantern_patrol_2026/internal/render/render.mbt` (max ~165 lines)
peking_opera_duel_2026,62,Fair,17,21,0,11,13,7,4,4,1549,1371,32,32,1.0,609,peking_opera_duel_2026/internal/render/render.mbt,111,"fn @types.Game::update_playing_state(game : @types.Game, dt : Float) -> Unit {",peking_opera_duel_2026/internal/game/logic.mbt,3,0,74,9,19,5,2.59375,10,0,0,True,False,True,0,2,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
picross_harbor_2026,53,Needs Attention,16,19,0,11,7,7,4,4,2869,2586,53,52,0.9811320754716981,1052,picross_harbor_2026/internal/render/render.mbt,265,fn @types.Game::draw_side_panel(game : @types.Game) -> Unit {,picross_harbor_2026/internal/render/render.mbt,7,4,165,8,62,2,3.2641509433962264,8,0,0,True,False,True,0,3,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `picross_harbor_2026/internal/render/render.mbt` (max ~265 lines) | Break large files (>300 LOC) into feature-focused modules
pinball_workshop_2026,46,Needs Attention,5,19,0,11,11,1,1,1,369,326,7,7,1.0,369,pinball_workshop_2026/main.mbt,207,fn main {,pinball_workshop_2026/main.mbt,1,1,32,0,2,1,4.571428571428571,6,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `pinball_workshop_2026/main.mbt` (max ~207 lines)
pizza_delivery_mayhem_2026,55,Fair,16,19,0,11,9,7,4,4,2616,2510,52,52,1.0,981,pizza_delivery_mayhem_2026/internal/render/render.mbt,176,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,pizza_delivery_mayhem_2026/internal/render/render.mbt,6,3,135,11,38,2,2.8076923076923075,12,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `pizza_delivery_mayhem_2026/internal/render/render.mbt` (max ~176 lines)
platformer_3d,53,Needs Attention,16,19,0,11,7,10,5,5,7625,7079,106,106,1.0,1533,platformer_3d/internal/render/render_world.mbt,354,fn build_sky_level(,platformer_3d/internal/levels/levels.mbt,19,4,465,4,347,1,4.4245283018867925,32,0,0,True,False,True,0,9,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `platformer_3d/internal/levels/levels.mbt` (max ~354 lines) | Break large files (>300 LOC) into feature-focused modules
platformer_precision_2026,42,Needs Attention,6,16,0,11,9,1,1,1,248,216,2,2,1.0,248,platformer_precision_2026/main.mbt,205,fn main {,platformer_precision_2026/main.mbt,1,1,20,0,7,1,10.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `platformer_precision_2026/main.mbt` (max ~205 lines)
polar_train_heist_2026,57,Fair,16,21,0,11,9,7,4,4,3897,3518,85,85,1.0,1590,polar_train_heist_2026/internal/render/render.mbt,130,fn @types.Game::draw_player(,polar_train_heist_2026/internal/render/render.mbt,9,1,144,9,76,4,1.8,30,0,0,True,False,True,0,3,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `polar_train_heist_2026/internal/render/render.mbt` (max ~130 lines) | Break large files (>300 LOC) into feature-focused modules
port_logistics_empire_2026,41,Needs Attention,2,19,0,11,9,1,1,1,2253,2070,43,42,0.9767441860465116,2253,port_logistics_empire_2026/main.mbt,666,fn reset_run() -> Unit {,port_logistics_empire_2026/main.mbt,3,3,184,0,37,2,4.27906976744186,16,0,0,True,False,False,0,1,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `port_logistics_empire_2026/main.mbt` (max ~666 lines)
portal_billiards_2026,44,Needs Attention,3,19,0,11,11,1,1,1,819,738,20,20,1.0,819,portal_billiards_2026/main.mbt,503,fn main {,portal_billiards_2026/main.mbt,1,1,80,0,18,1,4.0,5,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `portal_billiards_2026/main.mbt` (max ~503 lines)
portal_blackout_escape_2026,57,Fair,16,19,0,11,11,7,4,4,2818,2462,67,67,1.0,1058,portal_blackout_escape_2026/internal/game/logic.mbt,195,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,portal_blackout_escape_2026/internal/render/render.mbt,5,2,162,7,63,1,2.5223880597014925,7,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `portal_blackout_escape_2026/internal/render/render.mbt` (max ~195 lines)
post_office_sorter_2026,41,Needs Attention,5,18,0,11,7,1,1,1,355,319,6,6,1.0,355,post_office_sorter_2026/main.mbt,271,fn main {,post_office_sorter_2026/main.mbt,1,1,33,0,7,1,5.5,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `post_office_sorter_2026/main.mbt` (max ~271 lines)
power_grid_operator_2026,41,Needs Attention,5,18,0,11,7,1,1,1,363,322,5,5,1.0,363,power_grid_operator_2026/main.mbt,297,fn main {,power_grid_operator_2026/main.mbt,1,1,31,0,9,1,6.2,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `power_grid_operator_2026/main.mbt` (max ~297 lines)
powerline_repair_patrol_2026,42,Needs Attention,2,18,0,11,11,1,1,1,2607,2372,49,43,0.8775510204081632,2607,powerline_repair_patrol_2026/main.mbt,729,fn reset_run() -> Unit {,powerline_repair_patrol_2026/main.mbt,5,2,145,0,37,3,2.9591836734693877,13,0,0,True,False,False,0,1,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `powerline_repair_patrol_2026/main.mbt` (max ~729 lines)
puzzle_dungeon_3d,52,Needs Attention,16,18,0,11,7,11,5,5,5748,5395,71,71,1.0,1371,puzzle_dungeon_3d/internal/render/render_world.mbt,264,fn add_laser_segment(,puzzle_dungeon_3d/internal/types/utils.mbt,8,5,402,29,217,6,6.070422535211268,25,0,0,True,False,True,0,8,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `puzzle_dungeon_3d/internal/types/utils.mbt` (max ~264 lines) | Break large files (>300 LOC) into feature-focused modules
quantum_skater_2026,57,Fair,16,21,0,11,9,7,4,4,2546,2313,59,59,1.0,932,quantum_skater_2026/internal/render/render.mbt,137,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,quantum_skater_2026/internal/render/render.mbt,6,4,123,4,41,4,2.152542372881356,14,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `quantum_skater_2026/internal/render/render.mbt` (max ~137 lines)
radio_station_manager_2026,41,Needs Attention,5,18,0,11,7,1,1,1,338,304,5,5,1.0,338,radio_station_manager_2026/main.mbt,274,fn main {,radio_station_manager_2026/main.mbt,1,1,36,0,1,1,7.2,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `radio_station_manager_2026/main.mbt` (max ~274 lines)
raft_rapids_escape_2026,57,Fair,16,19,0,11,11,7,4,4,2455,2166,48,48,1.0,990,raft_rapids_escape_2026/internal/render/render.mbt,172,fn @types.Game::draw_panel(game : @types.Game) -> Unit {,raft_rapids_escape_2026/internal/render/render.mbt,7,2,105,18,33,1,2.5625,14,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `raft_rapids_escape_2026/internal/render/render.mbt` (max ~172 lines)
raygui_demo,33,Needs Attention,6,18,0,0,9,1,1,1,191,191,1,1,1.0,191,raygui_demo/main.mbt,190,fn main {,raygui_demo/main.mbt,1,1,6,0,0,1,6.0,0,0,0,False,False,False,0,0,"Add README.mbt.md with controls, game loop, and run instructions | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `raygui_demo/main.mbt` (max ~190 lines)"
raymath_vector_angle,47,Needs Attention,6,21,0,11,9,1,1,1,187,162,6,6,1.0,187,raymath_vector_angle/main.mbt,150,fn main {,raymath_vector_angle/main.mbt,1,1,14,0,0,1,2.3333333333333335,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `raymath_vector_angle/main.mbt` (max ~150 lines)
reactor_siege_2026,38,Needs Attention,2,14,0,11,11,1,1,1,1727,1579,13,13,1.0,1727,reactor_siege_2026/main.mbt,1250,fn main {,reactor_siege_2026/main.mbt,2,2,175,0,30,3,13.461538461538462,5,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `reactor_siege_2026/main.mbt` (max ~1250 lines)
rhythm_street_beats_2026,38,Needs Attention,2,16,0,11,9,1,1,1,1217,1082,13,13,1.0,1217,rhythm_street_beats_2026/main.mbt,961,fn main {,rhythm_street_beats_2026/main.mbt,1,1,117,0,17,1,9.0,2,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `rhythm_street_beats_2026/main.mbt` (max ~961 lines)
river_raid_2026,40,Needs Attention,4,18,0,11,7,1,1,1,501,453,8,8,1.0,501,river_raid_2026/main.mbt,404,fn main {,river_raid_2026/main.mbt,1,1,58,0,12,1,7.25,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `river_raid_2026/main.mbt` (max ~404 lines)
rocket_arena_soccer_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1596,1432,22,22,1.0,1596,rocket_arena_soccer_2026/main.mbt,1009,fn main {,rocket_arena_soccer_2026/main.mbt,2,1,130,0,10,3,5.909090909090909,12,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `rocket_arena_soccer_2026/main.mbt` (max ~1009 lines)
rogue_dungeon_2026,42,Needs Attention,5,19,0,11,7,1,1,1,336,303,10,10,1.0,336,rogue_dungeon_2026/main.mbt,180,fn main {,rogue_dungeon_2026/main.mbt,1,1,32,0,11,1,3.2,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `rogue_dungeon_2026/main.mbt` (max ~180 lines)
rooftop_mail_glider_2026,42,Needs Attention,2,18,0,11,11,1,1,1,2333,2125,44,40,0.9090909090909091,2333,rooftop_mail_glider_2026/main.mbt,653,fn reset_run() -> Unit {,rooftop_mail_glider_2026/main.mbt,5,2,129,0,32,3,2.9318181818181817,10,0,0,True,False,False,0,1,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `rooftop_mail_glider_2026/main.mbt` (max ~653 lines)
rooftop_volleyball_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1361,1212,17,17,1.0,1361,rooftop_volleyball_2026/main.mbt,888,fn main {,rooftop_volleyball_2026/main.mbt,1,1,111,0,8,1,6.529411764705882,5,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `rooftop_volleyball_2026/main.mbt` (max ~888 lines)
rts_skirmish_2026,39,Needs Attention,5,16,0,11,7,1,1,1,367,338,4,4,1.0,367,rts_skirmish_2026/main.mbt,286,fn main {,rts_skirmish_2026/main.mbt,1,1,44,0,6,1,11.0,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `rts_skirmish_2026/main.mbt` (max ~286 lines)
rush_hour_escape_2026,39,Needs Attention,3,18,0,11,7,1,1,1,698,640,12,12,1.0,698,rush_hour_escape_2026/main.mbt,451,fn main {,rush_hour_escape_2026/main.mbt,1,1,66,0,6,1,5.5,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `rush_hour_escape_2026/main.mbt` (max ~451 lines)
shaders_basic_lighting,42,Needs Attention,5,19,0,11,7,1,1,1,308,273,6,6,1.0,308,shaders_basic_lighting/main.mbt,163,fn main {,shaders_basic_lighting/main.mbt,1,1,6,0,3,1,1.0,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_basic_lighting/main.mbt` (max ~163 lines)
shaders_basic_pbr,40,Needs Attention,3,19,0,11,7,1,1,1,619,561,9,9,1.0,619,shaders_basic_pbr/main.mbt,420,fn main {,shaders_basic_pbr/main.mbt,1,1,6,0,7,1,0.6666666666666666,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_basic_pbr/main.mbt` (max ~420 lines)
shaders_color_correction,45,Needs Attention,6,19,0,11,9,1,1,1,241,211,2,2,1.0,241,shaders_color_correction/main.mbt,226,fn main {,shaders_color_correction/main.mbt,1,1,5,0,3,1,2.5,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_color_correction/main.mbt` (max ~226 lines)
shaders_custom_uniform,47,Needs Attention,6,21,0,11,9,1,1,1,145,126,2,2,1.0,145,shaders_custom_uniform/main.mbt,139,fn main {,shaders_custom_uniform/main.mbt,1,1,0,0,1,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_custom_uniform/main.mbt` (max ~139 lines)
shaders_deferred_render,40,Needs Attention,3,19,0,11,7,1,1,1,647,576,6,6,1.0,647,shaders_deferred_render/main.mbt,463,fn main {,shaders_deferred_render/main.mbt,2,1,16,0,5,1,2.6666666666666665,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `shaders_deferred_render/main.mbt` (max ~463 lines)
shaders_eratosthenes,53,Needs Attention,6,25,0,11,11,1,1,1,53,49,1,1,1.0,53,shaders_eratosthenes/main.mbt,52,fn main {,shaders_eratosthenes/main.mbt,0,0,0,0,1,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
